Distance to closest modifier, Stress
2.50375,1.06528e+08
3.43251,1.83212e+07
2.40134,1.3407e+08
4.8007,3.14314e+06
2.78928,8.66609e+07
2.34417,6.92174e+07
3.64005,2.58549e+07
4.95101,1.03013e+08
4.01408,9.71613e+07
3.96976,-5.66681e+07
2.66693,1.5122e+07
2.36794,4.33488e+07
2.94594,9.20695e+07
4.74814,9.991e+07
2.33257,-72066.7
3.2858,-9.62891e+06
3.27455,7.81237e+07
2.93797,-1.2981e+06
2.77717,1.40712e+08
3.17381,2.73554e+07
3.77548,6.3473e+07
3.92501,5.4811e+07
2.96531,7.10054e+07
3.54599,-1.7387e+07
3.41602,6.18415e+07
5.19973,5.76818e+07
3.20575,1.1443e+08
3.14285,8.49171e+07
3.63488,4.43574e+07
2.29841,8.05042e+07
2.33406,9.35115e+07
2.28993,1.18169e+08
3.23617,3.28263e+07
2.95202,7.47958e+07
2.31133,5.92978e+07
3.05028,8.51399e+07
2.70899,9.42363e+07
2.85368,1.05708e+08
2.33427,8.46175e+07
4.16993,3.91923e+07
2.55227,1.04134e+08
4.33861,1.06097e+08
3.67218,1.06478e+08
3.25552,1.28018e+08
2.31437,1.32081e+08
2.81237,6.53536e+07
2.31364,5.73747e+07
2.34311,1.36839e+08
3.10787,1.61276e+08
3.20482,9.35141e+07
2.37012,1.26848e+08
3.58308,1.15176e+08
2.33277,1.11163e+08
2.79848,7.21929e+07
2.33814,4.56749e+07
2.61602,8.08271e+07
2.85067,9.372e+07
3.3161,1.19536e+08
3.36174,8.62051e+07
2.3502,8.35782e+07
2.93373,1.03808e+08
2.29231,7.60432e+07
2.44785,1.10603e+08
2.31668,8.59615e+07
3.23243,8.26055e+07
2.35375,1.04413e+08
3.77128,1.49918e+08
2.42173,1.22918e+08
3.58913,1.01049e+08
2.43482,1.63239e+08
3.09858,1.2118e+08
3.13785,1.18512e+08
2.29685,1.1579e+08
2.37778,8.88048e+07
2.38112,9.72263e+07
3.06075,3.6581e+07
3.79157,1.10952e+08
3.86417,7.624e+07
2.41323,1.35253e+08
2.32107,6.95085e+07
4.33416,8.03679e+07
2.32888,1.22897e+08
2.63155,9.8897e+07
3.5007,1.12113e+08
2.33782,1.90917e+08
3.32389,1.08506e+08
2.97942,5.79314e+07
3.30608,1.1453e+08
2.35269,9.45565e+07
4.15381,5.31983e+07
3.12871,6.77361e+07
2.96118,4.50303e+07
2.33453,1.38075e+08
2.35129,8.27369e+07
4.37109,9.58541e+07
3.7965,1.26443e+08
2.33215,9.41116e+07
2.34124,5.90067e+07
2.33849,3.26773e+07
2.34693,1.36246e+08
3.28491,6.58583e+07
2.32131,8.5085e+07
5.17709,8.43539e+07
3.39743,5.26764e+07
2.40861,7.20159e+07
2.67257,5.66739e+07
2.31532,8.09485e+07
2.37912,1.36866e+08
4.09243,1.27492e+08
3.86483,1.13768e+08
2.3264,1.41808e+08
2.35335,1.01975e+08
2.87749,1.42146e+08
2.33627,6.28929e+07
2.37095,5.11621e+07
3.03457,8.53491e+07
3.49237,8.88644e+07
2.77068,1.41528e+08
3.01165,5.61005e+07
3.7135,3.76101e+07
2.59695,1.49446e+08
3.08814,5.64024e+07
2.41622,3.24671e+07
3.00775,1.00905e+08
2.31925,1.23803e+08
2.55093,1.32419e+08
2.31888,1.27779e+08
2.65122,1.12668e+08
2.34091,1.17768e+08
2.79143,6.04211e+07
2.34738,1.29237e+08
2.33299,1.00583e+08
2.337,8.92671e+07
2.36514,1.16224e+08
2.37035,1.71013e+08
2.5308,1.09288e+08
3.90605,9.258e+07
3.48944,8.96789e+07
2.37796,1.0273e+08
3.2213,8.79294e+07
4.06798,9.69803e+07
3.42744,1.31849e+08
3.22448,1.31363e+08
2.36452,1.42779e+08
3.48101,9.80517e+07
2.30986,1.34951e+08
4.85642,5.91701e+07
3.52371,5.56883e+07
3.11466,8.93179e+07
2.35485,1.18713e+08
2.29777,1.28209e+08
3.41266,1.52214e+08
3.26047,1.09162e+08
3.07284,1.38784e+08
2.29608,8.23876e+07
3.76429,6.12224e+07
2.31496,7.23445e+07
2.58038,4.06961e+07
4.40614,8.9703e+07
2.33734,7.92346e+07
2.35854,1.23315e+08
3.21485,1.42533e+08
2.3429,1.1624e+08
2.31365,1.10211e+08
2.29197,1.18536e+08
2.30368,1.3379e+08
2.94119,5.75668e+07
5.12882,1.36772e+07
5.86649,3.00691e+07
2.35225,1.2207e+08
3.63475,7.08474e+07
2.8033,7.38244e+07
4.01992,7.65625e+07
2.84036,8.21946e+07
3.81818,1.12497e+08
5.15204,-2.08817e+06
2.30861,1.29988e+08
3.41036,8.73424e+07
5.85221,1.79253e+08
3.42393,1.10869e+08
3.05371,1.02888e+08
3.39095,1.14025e+08
2.33924,7.26443e+07
2.73421,5.65613e+07
2.30593,1.26693e+08
3.44637,1.11176e+08
2.39089,1.10821e+08
2.29735,7.57351e+07
3.05875,7.23727e+07
4.00892,4.55141e+07
2.34402,9.5692e+07
3.05166,8.23122e+07
2.33634,1.13864e+08
2.30735,6.53121e+07
2.90575,1.57643e+08
2.35928,1.13164e+08
2.65679,1.11023e+08
2.32844,1.22271e+08
3.42138,7.97585e+07
2.32495,1.12122e+08
2.69961,1.73151e+07
3.04668,9.65184e+07
2.38263,1.54273e+07
3.58956,2.30859e+07
3.52225,5.51034e+07
3.00514,6.5001e+07
3.00232,3.77853e+07
4.07375,7.97342e+07
2.70684,6.61674e+07
3.73978,1.09219e+07
4.08972,5.01747e+07
3.17159,8.85201e+07
3.55731,1.32316e+07
3.23416,4.8401e+07
2.35006,5.09757e+07
3.20815,3.56825e+07
2.39734,8.05141e+07
2.92687,7.15647e+07
2.35918,2.24293e+07
3.99215,1.1578e+08
4.6512,9.58352e+07
2.83942,1.03341e+08
2.37146,1.03681e+08
3.97645,1.31526e+08
2.29315,9.3347e+07
2.706,1.33405e+08
2.57805,1.13811e+08
5.83958,8.10458e+07
3.10084,8.7786e+07
2.3022,1.4409e+08
2.30613,9.92596e+07
3.76678,9.69609e+07
2.3545,9.60754e+07
2.36638,6.38679e+07
2.37911,6.42483e+07
2.31979,1.31385e+08
2.34431,1.00572e+08
2.35097,9.37355e+07
2.3328,9.63963e+07
2.96538,9.01791e+07
2.32815,1.1644e+08
2.32456,1.50083e+08
3.14944,1.15662e+08
2.35022,1.47451e+08
3.15701,1.1277e+08
2.31599,7.26678e+07
2.39195,5.55801e+07
3.83842,6.46761e+07
3.34467,8.09833e+07
2.3497,1.33723e+08
4.05363,7.55479e+07
2.69097,1.18995e+08
2.29084,6.13619e+07
3.82963,2.18e+07
4.43569,5.77384e+07
4.72304,6.43142e+07
2.3433,9.36528e+07
2.41628,8.16407e+07
4.30173,6.1876e+07
3.27258,6.31088e+07
4.89429,8.91679e+07
3.10875,1.23541e+08
3.14597,7.22766e+07
3.65105,8.03049e+07
2.33227,2.32596e+07
2.2935,1.14129e+08
2.37118,5.703e+07
2.34614,1.0478e+08
2.38789,1.19015e+08
2.3527,4.0845e+07
4.28942,1.20199e+08
3.72437,3.98167e+07
3.57583,5.51437e+07
2.33148,8.70418e+07
4.25359,1.27121e+08
2.33958,5.46934e+07
2.45553,9.13356e+07
2.85151,6.02933e+07
2.3359,1.62533e+08
2.30851,9.02468e+07
2.38609,4.46149e+07
2.34118,9.87263e+07
2.3905,1.56235e+08
2.73899,1.06973e+08
4.75027,6.48281e+07
2.48527,8.07075e+07
3.01088,8.50412e+07
3.79674,1.19903e+08
2.33814,1.5164e+08
3.45467,1.39906e+08
3.02451,1.85003e+08
3.82746,1.68724e+08
2.37815,6.59797e+07
3.39865,1.08603e+08
3.40794,9.37609e+07
2.81392,1.77343e+07
4.07917,4.76941e+07
3.75596,1.3795e+08
3.54699,3.80223e+07
2.45929,1.05306e+08
3.46367,6.89575e+07
3.753,5.34841e+07
2.30762,1.09626e+08
2.38084,1.63003e+08
2.35653,1.13493e+08
2.35138,9.19181e+07
3.44648,1.45734e+08
2.34295,1.32727e+08
3.02114,1.4195e+08
2.5026,9.13948e+07
3.66311,5.49456e+07
2.92563,9.10007e+07
2.329,1.22095e+08
2.32895,1.39448e+08
2.30987,1.56316e+08
2.30428,1.13272e+08
2.60341,7.77885e+07
3.3197,6.75524e+07
3.6456,1.06212e+08
3.2218,1.0428e+08
3.37367,1.08498e+08
3.27537,5.54836e+07
2.35669,1.71393e+08
2.90161,1.74548e+08
3.04119,7.21573e+07
2.31755,1.07042e+08
2.36738,1.04094e+08
3.00606,1.18827e+08
3.11293,3.21037e+07
3.01325,7.06154e+07
3.2623,8.66199e+07
5.23211,1.49602e+08
3.28437,9.52708e+07
2.5027,8.88267e+07
3.39354,2.15354e+07
4.49403,1.99315e+08
2.35873,1.03543e+08
3.66472,1.01655e+08
4.38587,6.41828e+07
2.38391,1.33502e+08
2.38543,9.07098e+07
2.30816,1.22675e+08
3.05304,7.95684e+07
4.21469,7.00264e+07
3.11658,5.0479e+07
2.36393,8.25219e+07
3.25836,6.86167e+07
2.33618,1.07423e+08
2.30167,9.41158e+07
3.90918,7.76376e+07
2.95238,9.94653e+07
2.40421,8.52947e+07
3.00693,4.37977e+07
2.93557,5.74172e+07
2.32623,1.20845e+08
2.65297,8.64388e+07
2.33208,1.2571e+08
2.77264,1.12214e+08
3.1904,7.26521e+07
2.33838,6.77929e+07
2.35195,1.57091e+08
4.11313,3.59459e+07
3.62838,3.55132e+07
2.85917,1.0983e+08
2.8076,6.73668e+07
2.35605,5.99813e+07
3.00541,7.12871e+07
2.35783,1.07194e+08
2.34942,1.3586e+08
2.89996,8.16038e+07
2.71615,6.39191e+07
2.71398,1.16202e+08
2.28215,1.21714e+08
3.4458,7.60576e+07
3.36323,5.6021e+07
2.98488,4.86391e+07
3.08518,6.18034e+07
4.37546,6.32573e+07
2.35837,7.61095e+07
3.41159,5.21963e+07
3.12081,5.90043e+07
3.61982,6.46945e+07
2.93886,1.09669e+08
3.26794,7.19422e+07
5.50226,5.19007e+07
3.39145,9.15629e+07
3.22018,8.45065e+07
3.25794,1.07154e+08
2.84273,1.25352e+08
2.92181,1.75249e+08
5.17645,1.4129e+08
3.61655,8.15081e+07
2.30337,9.22722e+07
3.03602,8.74663e+07
2.35855,1.10278e+08
2.36821,7.46611e+07
3.67418,5.85377e+07
2.31202,8.62953e+07
3.5247,8.32277e+07
3.97531,7.63137e+07
2.80272,1.23569e+08
2.37056,6.12279e+07
3.51776,1.14343e+08
3.57786,1.21061e+08
2.35552,1.39628e+08
2.31519,1.19633e+08
3.67349,1.08599e+08
3.31068,6.37289e+07
2.34077,1.09153e+08
2.29708,1.08177e+08
3.07338,1.09839e+08
2.31406,9.21982e+07
2.34238,3.58588e+07
4.19824,6.61168e+07
3.45719,8.2056e+07
3.25354,6.97582e+07
4.31123,1.15434e+08
3.84829,-24500
4.30657,5.48923e+07
3.5572,9.22635e+07
4.4877,7.90046e+07
3.65271,3.15651e+07
3.25165,1.12205e+08
4.88562,1.07458e+07
5.5043,-3.4622e+06
2.99994,9.43467e+07
3.01587,3.30555e+07
3.90136,1.48186e+08
2.93143,1.12572e+08
2.3639,4.05804e+07
2.71689,1.00128e+08
2.32342,1.08005e+08
4.82859,6.61157e+07
4.37855,4.68915e+07
4.64507,7.87828e+07
2.9456,5.18303e+07
2.3545,7.47953e+07
4.13342,5.33367e+07
2.35314,2.33767e+07
3.22416,6.21878e+07
2.52414,1.22886e+08
3.93095,1.12436e+08
3.49582,1.32072e+08
2.34773,1.00612e+08
2.33334,3.67269e+07
2.34438,8.60015e+07
2.85698,9.6753e+07
2.34618,9.04924e+07
2.37844,5.95695e+07
2.36724,9.57155e+07
2.31606,1.03648e+08
4.11906,9.3524e+07
2.34127,9.84185e+07
3.51944,7.59471e+07
4.43348,6.37263e+07
4.57429,9.23294e+07
5.42561,5.53033e+07
2.79094,1.4824e+08
3.35424,6.481e+07
2.80585,6.76365e+07
2.37486,1.01176e+08
3.58292,7.02617e+07
2.57149,1.01346e+08
2.3337,8.42745e+07
3.80832,6.7736e+07
2.32321,1.3581e+08
3.25242,9.35712e+07
2.33425,1.33151e+08
3.21549,9.25563e+07
3.51203,4.68232e+07
3.33028,9.24767e+07
2.34613,1.15862e+08
3.89052,1.06863e+08
3.00219,6.97181e+07
2.91705,8.21156e+07
3.68206,5.37808e+07
2.38785,7.65359e+07
2.75315,4.89318e+07
2.35095,1.21367e+08
2.70832,9.58588e+07
4.07307,6.68342e+07
4.44711,6.50572e+07
4.29342,5.43647e+07
2.84953,1.37794e+08
2.99962,1.10192e+08
4.58858,1.14836e+08
3.59733,1.08098e+08
2.31007,1.04477e+08
2.35481,1.33237e+08
3.09038,5.48332e+07
2.59527,1.26309e+08
2.94963,1.03597e+08
3.5907,5.55863e+07
2.70872,9.17486e+07
3.92839,1.10657e+08
3.37606,7.40598e+07
2.35237,6.17496e+07
3.72021,4.26707e+07
2.99308,9.03547e+07
3.14654,6.20758e+07
3.09168,1.70877e+08
2.94965,7.54225e+07
3.35827,1.02623e+08
2.31081,7.83401e+07
3.57195,6.83681e+07
2.3595,1.1849e+08
2.37637,1.0627e+08
2.36162,9.75608e+07
3.0255,1.66643e+08
2.29842,1.14338e+08
2.31318,1.1544e+08
2.95097,6.73801e+07
3.2358,1.09683e+08
2.37174,6.92651e+07
2.34686,1.42279e+08
2.33628,6.99427e+07
3.13625,9.57318e+07
2.98821,1.2417e+08
2.32982,8.63212e+07
2.31085,1.43808e+08
3.65013,9.1984e+07
2.83965,1.02145e+08
2.89887,8.18239e+07
2.48405,1.54123e+08
5.94979,4.47884e+07
2.32371,9.96177e+07
2.65152,1.00794e+08
2.75025,1.23755e+08
3.07782,-9.34827e+06
2.34403,1.30854e+08
2.35764,1.37442e+08
2.35426,7.09347e+07
4.2352,9.96632e+07
2.84544,9.23758e+07
2.32746,1.13329e+08
2.85017,7.10276e+07
2.93336,1.77662e+08
3.56201,8.85327e+07
2.32956,1.5261e+08
4.37963,5.77234e+07
3.80647,-8.9866e+06
2.33122,-46000
2.38884,1.00865e+08
3.00822,1.20946e+08
2.71652,3.4033e+07
2.33827,1.34702e+08
2.32026,1.4586e+08
2.35624,1.3611e+08
2.64674,8.36601e+07
3.54385,1.24233e+08
2.34195,9.61426e+07
2.34854,1.3578e+08
2.39499,1.26106e+08
2.29904,1.47098e+08
2.92214,1.26031e+08
2.29793,1.08083e+08
2.81538,1.14963e+08
2.33896,9.46636e+07
2.32732,4.58371e+07
2.39072,1.20343e+08
3.67369,9.52451e+07
3.30433,9.55626e+07
2.34178,1.0904e+08
2.32366,1.52247e+08
3.84764,9.90792e+07
2.36331,1.26682e+08
3.26957,1.75705e+07
2.30425,8.5403e+07
3.79243,5.79075e+07
2.28923,1.23978e+08
2.32896,8.45161e+07
2.34539,7.9892e+07
2.90526,1.25815e+08
2.31385,7.75359e+07
2.34892,9.40919e+07
3.57484,7.38131e+07
2.31508,7.55637e+07
3.65447,9.6901e+07
4.26971,1.17265e+08
3.73628,1.11149e+08
4.05634,4.57619e+07
2.33331,6.57431e+07
5.79758,1.1612e+08
2.84358,1.34135e+08
2.32781,1.30825e+08
2.30584,1.18226e+08
2.34832,1.29452e+08
2.32541,7.55639e+07
2.57544,1.11611e+08
2.35422,1.22195e+08
2.37784,1.14765e+08
3.5108,8.30174e+07
3.67073,9.54757e+07
4.11743,9.61629e+07
2.57009,1.11868e+08
2.82447,7.71377e+07
2.30064,4.83857e+07
2.36805,9.77297e+07
3.15593,8.28071e+07
3.46832,1.83088e+07
2.34307,6.87739e+07
2.33303,6.66689e+07
4.32664,2.89191e+07
3.22812,-5.81954e+06
2.89903,3.60675e+07
3.82678,5.30003e+07
3.4672,8.13655e+06
4.00505,-2.0478e+07
5.91568,9.82785e+07
2.85832,3.66867e+07
3.59289,6.87266e+07
4.17307,415700
2.31862,1.04144e+08
2.32459,1.41032e+08
2.31041,7.25756e+07
2.34147,9.33466e+07
2.3306,1.06894e+08
3.61483,1.19743e+08
2.33011,9.75708e+07
4.49186,7.55641e+07
2.30817,8.07036e+07
2.30443,1.02654e+08
2.34017,6.094e+07
2.33769,1.37322e+08
3.93122,1.515e+08
4.60195,8.50646e+07
3.05695,9.7856e+07
3.20067,1.47012e+08
2.94477,6.84948e+07
3.25058,4.86169e+07
3.17547,4.07093e+07
2.32444,1.18698e+08
2.37905,1.1941e+08
3.51387,9.26615e+07
2.3625,7.99416e+07
2.27911,9.25451e+07
3.03512,8.39062e+07
2.29711,1.37953e+08
3.91418,1.169e+08
2.36075,8.90687e+07
3.56699,1.74913e+08
3.25238,8.25375e+07
3.77881,1.33804e+08
3.01535,1.28687e+08
2.30986,1.44533e+08
2.34819,1.47619e+08
2.35995,4.68921e+07
2.31352,1.14837e+08
3.45025,1.06979e+08
2.33974,8.04111e+07
3.57665,1.0242e+08
2.33512,1.51097e+08
2.81469,1.22439e+08
4.32222,6.99796e+07
2.95642,1.00783e+08
2.33946,1.29988e+08
3.20502,1.15996e+08
2.62732,1.30449e+08
3.28927,7.38887e+07
2.74527,7.1021e+07
2.33711,1.64938e+08
2.65363,1.05996e+08
2.30083,9.29659e+07
3.0919,1.26879e+08
3.06177,8.33012e+07
3.4213,7.10772e+07
3.86387,1.34415e+08
2.31858,6.14903e+07
2.37387,1.20731e+08
3.357,9.76332e+07
3.14159,5.40794e+07
2.31637,4.89755e+07
3.39939,7.36039e+07
2.31891,7.42695e+07
2.34212,1.22485e+08
2.32358,1.1035e+08
2.35852,1.27799e+08
3.56418,1.21306e+08
3.14094,9.21157e+07
2.35832,-1.58911e+07
4.42451,6.58025e+07
2.35152,2.5349e+06
2.78221,5.00888e+07
3.11043,3.19667e+07
2.3113,1.05445e+08
3.32601,3.83882e+07
3.43348,1.94319e+07
3.18235,5.74805e+07
3.09318,9.68501e+07
2.30558,9.94671e+07
4.17149,6.04117e+07
2.37828,1.30238e+08
2.78379,6.38892e+07
2.78524,9.97945e+07
2.36246,7.71564e+07
3.01627,6.75237e+07
2.60873,1.06791e+08
2.33349,7.3882e+07
2.33768,5.48455e+07
3.63148,1.26633e+08
3.45123,1.01551e+08
2.38285,1.36149e+08
2.5,1.26522e+08
2.31831,5.7001e+07
2.91185,8.17381e+07
2.61925,1.27016e+08
2.31685,1.27794e+08
2.30876,1.17034e+08
3.00161,1.28951e+08
2.29905,1.27371e+08
2.30602,7.95966e+07
2.49702,1.24267e+08
2.31995,9.21415e+07
2.63622,9.72301e+07
3.35764,1.08495e+08
2.76313,8.36771e+07
3.44472,8.08107e+07
2.31599,8.67867e+07
2.33244,7.71685e+07
4.80814,7.18271e+07
3.76037,9.72973e+07
3.23584,1.0883e+08
2.6988,8.80534e+07
2.3494,1.20753e+08
3.09976,6.97081e+07
2.77143,3.75913e+07
2.35564,9.32853e+07
3.11875,3.30072e+07
2.31429,1.32679e+08
3.56771,1.34824e+08
4.5625,1.36928e+08
5.12292,4.94784e+07
2.33426,3.62485e+07
2.80913,3.10579e+07
2.36173,8.4599e+07
2.3173,1.35311e+08
2.3153,1.49929e+08
2.38043,1.0869e+08
2.33693,1.04867e+08
2.33413,1.18576e+08
2.32134,6.12503e+07
2.71032,1.17617e+08
2.33371,1.47033e+08
2.61406,1.08421e+08
2.37762,1.02856e+08
2.31873,6.02443e+07
2.98305,1.10074e+08
2.33086,4.78491e+07
3.05432,6.31068e+07
2.3375,6.72061e+07
4.13533,1.06771e+08
2.34471,3.75866e+07
3.87325,1.24411e+08
3.96952,1.06224e+08
3.57973,1.10196e+08
4.78837,4.74221e+07
5.45534,4.56048e+07
2.99452,4.4633e+07
3.03034,6.12542e+07
2.29578,8.87389e+07
2.58182,7.10409e+07
2.34954,1.32864e+08
3.00957,5.01253e+07
2.9533,5.63553e+07
3.6792,7.28116e+07
2.32425,5.4507e+07
2.86274,5.59421e+07
2.31353,1.5492e+08
3.27441,1.35876e+08
2.90178,6.72593e+07
2.34875,7.75341e+07
3.7446,6.29514e+07
3.02051,5.36064e+07
2.32169,1.4684e+08
3.69154,5.56979e+07
2.33678,1.06074e+08
2.3571,1.01606e+08
2.83335,1.09493e+08
2.31778,1.10167e+08
2.35859,1.29392e+08
2.86478,6.68629e+07
2.85935,9.20705e+07
2.36105,1.04445e+08
2.3154,6.6031e+07
2.33592,8.62296e+07
3.37549,1.18673e+08
4.38251,1.23827e+08
2.97555,4.95423e+07
3.70981,9.97643e+07
3.44222,1.16638e+08
2.34437,1.16302e+08
2.34734,9.49769e+07
2.31598,1.42516e+08
2.96943,1.35135e+08
5.10997,9.10196e+07
2.38676,7.15561e+07
2.31332,8.67803e+07
3.04995,1.1482e+08
3.04879,7.41024e+07
2.34596,9.25206e+07
2.74359,6.26276e+07
3.93532,4.50089e+07
2.35439,1.0642e+08
2.9134,1.07417e+08
2.52929,1.76521e+08
2.33581,7.47295e+07
2.98193,1.01935e+08
3.24739,7.35927e+07
3.44352,6.85065e+07
3.24061,7.45748e+07
2.83576,1.69139e+08
3.08668,5.5601e+07
2.33061,5.65215e+07
2.8384,1.17647e+08
2.37117,8.53615e+07
4.65655,1.4063e+08
3.41475,9.85469e+07
3.21977,7.87371e+07
2.32178,1.05448e+08
3.6105,1.48869e+08
2.69764,1.20483e+08
3.34493,1.18715e+08
2.32531,9.28675e+07
2.34401,1.08682e+08
2.33346,1.58884e+08
2.33606,9.79961e+07
2.30778,1.15016e+08
2.29439,8.45732e+07
3.47189,5.76364e+07
3.42039,8.29255e+07
3.80478,6.92371e+07
3.22459,1.99298e+08
2.35613,1.73278e+08
2.38248,1.47395e+08
2.36815,1.28429e+08
4.73307,5.43125e+07
3.2177,1.55185e+08
3.62801,1.25989e+08
2.88697,5.78702e+07
2.81011,1.76377e+08
3.23319,9.82597e+07
4.14898,5.19411e+07
2.37301,1.55294e+07
2.71576,9.75077e+07
2.59454,3.45779e+07
2.31883,6.48876e+07
3.09927,1.4079e+08
3.39977,7.67871e+07
3.59933,1.06098e+08
3.18245,5.65689e+07
3.63552,8.43488e+07
3.19974,1.01173e+08
2.30949,1.11466e+08
3.09186,8.47887e+07
3.40281,3.67822e+07
2.31113,1.26458e+08
3.12877,8.49919e+07
2.34472,1.10349e+08
2.97219,1.02061e+08
3.11428,9.68451e+07
2.81515,1.30072e+08
4.12871,9.64933e+07
2.32338,1.38312e+08
2.34739,1.03027e+08
3.36903,2.18247e+07
3.04757,2.71327e+07
2.37987,9.11598e+07
2.75634,1.36973e+08
3.07141,9.49758e+07
3.33903,4.12817e+06
2.33769,8.74369e+07
3.39957,1.14943e+08
2.91912,7.50194e+07
3.73045,7.16923e+07
2.85985,5.12196e+07
3.19267,484100
3.16849,1.24937e+08
2.69036,9.05163e+07
4.64872,7.75993e+07
2.32855,8.7249e+07
4.65672,8.67524e+07
3.61232,1.2882e+08
2.34093,1.39953e+08
2.81542,7.79252e+07
4.86064,1.04221e+08
2.36421,1.01235e+08
3.06902,1.41545e+08
2.34064,1.02629e+08
