Distance to closest modifier, Stress
2.3043,1.03671e+08
3.23657,1.12598e+08
2.36284,1.24791e+08
2.73405,5.15005e+07
2.96646,9.37861e+07
2.91143,1.22935e+08
3.30798,1.5447e+08
2.36157,1.48682e+08
2.33174,5.15797e+07
2.33533,8.54011e+07
3.5457,8.05405e+07
3.33297,1.41075e+08
5.64256,7.54268e+07
3.45675,1.29288e+08
2.66643,3.49021e+07
2.72687,6.06781e+07
4.25882,7.05978e+07
2.55138,1.09757e+08
2.80978,1.34194e+08
2.28458,1.79109e+08
2.32197,1.35279e+08
3.35752,1.46019e+08
3.31514,6.30759e+07
2.38458,1.50409e+08
2.85059,1.02093e+08
2.69021,1.42849e+08
3.42138,1.31111e+08
3.05667,8.42256e+07
2.74547,3.13747e+07
2.62053,9.66007e+07
3.11344,1.61941e+08
2.33884,1.51219e+08
2.41562,9.1246e+07
2.33689,1.39981e+08
2.32806,1.25162e+08
2.82126,1.31244e+08
2.28694,1.83603e+08
2.38571,1.38089e+08
3.31633,1.54739e+08
3.32243,7.26584e+07
4.29376,9.15497e+07
3.71326,1.29607e+08
5.38942,1.1278e+08
2.84805,1.14229e+08
2.529,1.19366e+08
3.65259,1.31997e+08
2.32766,9.23501e+07
2.33521,1.52967e+08
3.36931,1.04625e+08
3.09162,1.14853e+08
2.37199,1.52337e+08
3.34558,1.41876e+08
3.10667,1.28018e+08
2.83665,1.48158e+08
2.36129,1.28666e+08
3.11524,1.08706e+08
3.08657,1.36618e+08
4.32944,1.1793e+08
3.58027,7.03355e+07
2.42897,9.496e+07
2.33873,9.59939e+07
2.35467,1.38891e+08
2.34043,1.67266e+08
2.82303,1.38404e+08
2.35992,1.08376e+08
2.76369,1.50211e+08
2.37715,1.4421e+08
2.66315,1.26536e+08
2.93826,1.35569e+08
3.64618,1.69341e+08
3.83532,1.48527e+08
2.33921,1.21231e+08
4.02549,7.33891e+07
3.86581,1.14524e+08
4.51136,1.06852e+08
2.80321,1.19824e+08
2.36389,1.42751e+08
3.70894,9.14493e+07
4.06639,1.30506e+08
2.31519,4.81466e+07
2.3475,5.73374e+07
3.5005,1.32866e+08
3.18168,1.24292e+08
2.3665,1.48709e+08
3.13609,1.12279e+08
2.88474,1.23524e+08
3.34182,1.17794e+08
3.3437,1.73535e+08
2.99844,1.10379e+08
3.68144,1.72418e+08
2.3742,1.11748e+08
2.35429,1.15417e+08
2.36785,8.47657e+07
2.38615,6.34242e+07
3.08371,1.32993e+08
2.72198,1.29724e+08
3.92086,1.4182e+08
2.47672,2.07997e+08
2.57015,9.69867e+07
2.32008,9.90429e+07
3.50583,1.16126e+08
3.46882,1.72769e+08
2.3324,1.05037e+08
3.64263,1.04412e+08
2.39855,1.66954e+08
3.33131,1.2903e+08
2.3252,1.0188e+08
2.66663,1.43787e+08
3.66563,1.12534e+08
2.32527,1.21935e+08
3.5516,1.38141e+08
4.07003,1.04193e+08
3.39992,1.00596e+08
2.7023,7.19731e+07
2.50651,7.68775e+07
2.30857,7.34722e+07
3.71695,1.69886e+07
4.73436,5.09522e+07
2.97205,1.12217e+08
3.1695,6.91293e+07
3.6574,1.15724e+08
3.0796,8.4095e+07
2.36563,1.44419e+08
3.25996,1.23523e+08
2.9824,1.44232e+08
3.30531,1.0669e+08
2.31491,1.39299e+08
2.33227,1.77053e+08
2.3626,1.15271e+08
2.30736,8.52069e+07
4.10017,6.23913e+07
2.3502,1.3512e+08
2.98356,1.52653e+08
2.68748,1.54645e+08
2.65744,1.54077e+08
3.26709,1.0479e+08
2.32753,5.33671e+07
2.37046,1.43742e+08
3.14839,1.13132e+08
2.32465,8.82002e+07
2.33867,1.40139e+08
2.60757,1.15963e+08
2.6526,1.46854e+08
3.05993,1.3273e+08
2.37199,1.47697e+08
3.64127,7.72802e+07
2.42599,9.06313e+07
2.33416,1.26381e+08
2.33373,9.75817e+07
2.33308,1.16457e+08
2.35662,9.72347e+07
2.34077,1.23204e+08
2.35788,1.10362e+08
2.3161,1.23957e+08
2.39796,1.30214e+08
2.36681,5.30274e+07
3.63747,1.04745e+08
3.04113,5.47924e+07
3.30065,9.86163e+07
2.95525,1.64679e+08
2.34049,7.14768e+07
2.92682,1.33399e+08
2.65034,1.87577e+08
2.36185,1.07361e+08
3.38074,8.7375e+07
4.0659,4.95633e+07
3.21385,4.46061e+07
2.87125,1.24164e+08
2.68617,1.27936e+08
2.34973,1.4139e+08
2.33088,5.25386e+07
4.43632,1.19252e+08
2.56962,8.25541e+07
2.38042,1.12157e+08
3.66107,6.58793e+07
2.42883,1.95324e+08
3.05801,6.38962e+07
2.37868,1.03839e+08
3.70487,1.41392e+08
2.3713,1.45443e+08
3.33807,1.53266e+08
3.10509,1.31268e+08
2.61156,1.3381e+08
3.89683,8.70819e+07
2.31752,9.55727e+07
2.38759,1.12916e+08
2.37403,1.62801e+08
4.92775,1.31092e+08
3.58724,1.3828e+08
2.35541,6.76843e+07
3.21884,9.71711e+07
3.28745,1.56079e+08
4.29747,1.02852e+08
2.63323,1.07432e+08
2.6811,9.67936e+07
2.34871,1.44173e+08
2.33889,1.55076e+08
2.36021,8.74282e+07
2.95366,1.64091e+08
2.30705,1.57377e+08
2.33738,1.333e+08
3.454,1.56133e+08
2.603,1.53631e+08
2.33624,9.04269e+07
2.80918,8.16352e+07
2.69238,1.04107e+08
2.786,1.15714e+08
3.13982,1.60013e+08
2.38642,7.03402e+07
2.94594,1.69106e+08
2.28746,1.87042e+08
3.35813,1.55157e+08
4.30813,9.73063e+07
2.96303,1.07133e+08
3.24401,1.33171e+08
2.91119,1.17333e+08
2.39117,6.7425e+07
2.78421,1.17574e+08
2.38776,1.42167e+08
2.34414,1.2926e+08
2.34221,1.71827e+08
2.74099,1.53503e+08
4.03089,1.81495e+08
2.34786,1.51434e+08
2.3349,9.19046e+07
3.4719,9.39842e+07
2.35956,3.89897e+07
4.07769,1.19621e+08
2.29696,1.15845e+08
3.42523,1.29769e+08
2.33781,5.00338e+07
3.25789,1.03307e+08
2.35449,1.28744e+08
2.33252,7.24748e+07
3.40814,1.46615e+08
2.91619,1.17328e+08
2.37586,9.223e+07
2.72843,1.35771e+08
3.35732,1.24644e+08
2.87538,1.34824e+08
2.29245,1.17879e+08
2.34579,8.55253e+07
3.00859,7.07469e+07
3.14647,1.13299e+08
2.35664,8.23405e+07
3.32834,1.46307e+08
2.88306,8.0732e+07
2.3498,5.39137e+07
2.3447,9.80243e+07
2.70038,1.34828e+08
3.61834,1.10607e+08
3.07527,1.37307e+08
3.10069,9.30756e+06
2.33801,4.19728e+07
2.64003,8.90417e+07
4.77973,1.01455e+08
3.34388,1.2824e+08
2.35575,1.07342e+08
2.37014,9.36273e+07
2.83651,1.40545e+08
2.36588,1.55223e+08
2.32552,1.49353e+08
2.90856,1.72137e+08
2.36506,1.37178e+08
2.34546,1.09714e+08
2.31664,1.64189e+08
3.57262,1.0821e+08
3.06353,1.41424e+08
2.3104,9.68398e+07
2.3327,5.7454e+07
3.40753,1.30985e+08
2.32199,1.06808e+08
2.9192,1.14622e+08
2.37875,9.56133e+07
2.33323,1.32051e+08
2.51638,1.42554e+08
3.37574,1.48359e+08
2.58225,1.30497e+08
2.35167,1.41401e+08
2.76231,1.20827e+08
2.32183,1.3921e+08
2.45024,1.4169e+08
2.79148,1.02453e+08
2.97776,1.20359e+08
2.38001,1.10895e+08
2.32476,1.47274e+08
2.32012,4.91635e+07
3.04005,1.32086e+08
2.34303,5.22938e+07
2.36387,3.48027e+07
2.31412,8.91115e+07
3.4119,7.45192e+07
2.91574,1.22136e+08
2.69048,9.43149e+07
2.72955,1.90719e+08
3.17908,1.41965e+08
2.75095,1.9087e+08
5.00018,1.18639e+08
3.72487,1.83651e+08
2.67334,9.45189e+07
3.0506,1.3146e+08
2.33779,1.09173e+08
2.69693,1.06443e+08
2.31116,9.92067e+07
2.31235,1.38641e+08
3.12686,1.62859e+08
2.8901,4.95867e+07
3.14167,5.95013e+07
2.53797,1.01048e+08
5.56224,9.51245e+07
2.31735,1.1813e+08
2.40054,1.673e+08
3.45213,8.48787e+07
2.32473,1.15987e+08
2.33771,1.69199e+08
3.16469,1.15684e+08
2.98601,1.63732e+08
2.38499,6.49669e+07
2.33449,8.40672e+07
2.92219,1.55008e+08
2.91784,1.32233e+08
2.65157,1.08032e+08
2.30948,1.03633e+08
2.70744,1.68954e+08
2.95316,1.48229e+08
5.16859,8.67061e+07
3.32758,6.47138e+07
5.60311,7.46024e+07
3.39965,6.90475e+07
3.21445,7.59594e+07
3.84089,6.30395e+07
2.88064,1.10815e+08
2.92229,1.80682e+08
3.43813,1.0258e+08
2.38097,1.27848e+08
3.59088,1.68187e+08
3.29003,1.02115e+08
3.36593,1.70093e+08
2.67211,1.21023e+08
3.73076,1.16009e+08
3.21075,9.05632e+07
2.35875,7.73595e+07
2.32751,5.50742e+07
2.33813,7.85196e+07
3.53746,1.43459e+08
4.13392,8.82949e+07
2.37603,1.17222e+08
2.37626,8.41149e+07
3.51174,1.00359e+08
2.32611,1.40792e+08
2.86162,9.16531e+07
3.14548,5.30913e+07
4.41744,1.05822e+08
2.29931,1.31468e+08
2.53794,1.5234e+08
4.29072,1.19814e+08
2.72421,9.04254e+07
2.57044,9.75936e+07
4.25779,4.56785e+07
3.59337,1.05206e+08
2.32228,4.61148e+07
3.45243,1.47055e+08
3.40241,1.43124e+08
2.77729,1.29198e+08
2.64646,1.36255e+08
3.05376,1.02206e+08
2.73244,1.28799e+08
3.91899,1.40541e+08
2.69366,1.65572e+08
2.9829,1.47988e+08
2.71479,1.29122e+08
2.67955,5.65604e+07
2.8397,1.6228e+08
2.59088,9.61005e+07
5.16693,9.23451e+07
2.78427,1.24962e+08
2.30658,9.71459e+07
4.15642,2.05375e+08
2.31882,7.63013e+07
3.96798,7.86624e+07
2.63292,1.15093e+08
3.13637,9.88361e+07
3.36519,9.66037e+07
3.30295,4.9456e+07
2.65704,1.713e+08
3.98503,8.67076e+07
2.32554,1.11891e+08
3.59423,1.65685e+08
2.72232,1.10541e+08
2.35305,1.29823e+08
3.81133,1.33216e+08
3.52893,2.07346e+08
2.31165,1.92475e+08
3.482,1.40539e+08
2.32286,1.44593e+08
2.89311,1.6612e+08
2.71703,1.10857e+08
2.71842,1.34843e+08
2.62633,3.5748e+07
2.34346,6.42243e+07
2.35875,1.35102e+08
3.3807,1.38805e+08
2.80655,1.2313e+08
2.31947,3.2876e+07
2.33844,1.3183e+08
3.49885,8.56757e+07
2.3723,1.08057e+08
2.85055,1.70372e+08
3.43155,2.11315e+08
4.22246,1.13011e+08
2.31389,1.10782e+08
2.62388,2.74832e+07
2.81522,1.37096e+08
2.37004,1.42214e+08
3.32182,1.54026e+08
3.371,1.35914e+08
2.36066,5.27877e+07
4.42097,1.10546e+08
3.39524,1.53653e+08
2.3598,1.30969e+08
2.34854,9.97054e+07
2.36574,1.3236e+08
2.85893,1.94054e+08
2.33805,1.78332e+08
2.32569,1.48385e+08
3.35729,1.0649e+08
2.47499,1.38153e+08
2.33171,1.73605e+08
2.3226,1.4172e+08
2.35132,1.11061e+08
3.13399,1.21335e+08
3.58628,6.72073e+07
4.24512,1.37152e+08
3.27,4.87129e+07
2.35316,1.76576e+08
3.46568,1.17138e+08
2.3626,1.38841e+08
2.95301,8.93456e+07
2.33798,8.48455e+07
2.90642,8.86594e+07
3.09055,8.36504e+07
2.61331,1.52114e+08
3.0481,6.13575e+07
3.87896,1.19294e+08
2.34624,1.57701e+08
4.06876,1.38528e+08
2.61246,5.45609e+07
2.97638,5.99827e+07
3.56157,1.18018e+08
2.96207,6.79394e+07
2.61764,3.62237e+07
2.8795,6.04091e+07
2.92768,7.58074e+07
2.38298,7.06639e+07
2.82651,1.14379e+08
2.9455,8.73747e+07
3.08205,6.37379e+07
3.3931,1.28727e+08
3.72376,1.13536e+08
2.92265,4.2984e+07
3.41212,1.30004e+08
2.95493,1.06471e+08
2.86877,2.72998e+07
2.88671,4.45973e+06
3.12024,5.32647e+07
5.29335,8.0645e+07
2.32021,1.04314e+08
2.93714,1.43464e+08
2.34164,8.77655e+07
2.37795,1.24119e+08
3.0045,1.44314e+08
2.8583,6.13399e+07
2.29233,8.34332e+07
3.34948,1.20721e+08
3.80795,9.22926e+07
2.9923,9.91624e+07
3.16683,9.61919e+07
2.31762,1.19625e+08
2.65723,9.82003e+07
4.44176,6.93846e+07
3.62753,1.11395e+08
2.34186,5.24261e+07
2.32801,1.05494e+08
2.31749,8.63041e+07
2.37734,1.18618e+08
3.75869,1.96261e+08
2.32964,7.95028e+07
2.85861,1.32186e+08
2.34785,1.21647e+08
2.28365,9.18843e+07
3.56465,9.84846e+07
3.51384,1.10044e+08
2.30561,1.13575e+08
2.96982,1.38987e+08
2.35393,1.53997e+08
3.87498,5.77136e+07
5.31127,1.0887e+08
2.89314,1.28811e+08
3.93577,1.79457e+08
6.13681,1.44076e+08
3.52898,1.08615e+08
4.32542,1.05075e+08
5.09249,1.16365e+08
2.33042,4.47928e+07
2.34386,8.21967e+07
3.05842,1.04535e+08
3.05018,1.01345e+07
2.36953,1.15859e+08
3.78032,1.94387e+08
3.25608,5.57362e+07
3.12079,8.24417e+07
2.83538,1.29624e+08
3.68618,5.02226e+07
2.29554,1.02875e+08
3.55109,1.24412e+08
4.99027,5.38277e+07
3.48185,1.09955e+08
2.33218,1.21775e+08
3.05151,1.21242e+08
3.52491,1.57773e+08
3.67851,1.10079e+08
3.93495,1.04364e+08
2.60722,1.2164e+08
2.90428,1.3929e+08
3.76839,2.27324e+08
3.51691,1.21972e+08
4.51605,1.01502e+08
2.34133,4.97692e+07
2.33282,8.61697e+07
3.26105,7.14531e+07
3.14063,1.3978e+08
2.36736,1.22033e+08
3.73243,1.84426e+08
2.79126,1.20047e+08
3.37944,1.24404e+08
2.3503,4.83626e+07
3.14274,1.28386e+08
2.92306,1.16774e+08
2.35852,1.1556e+08
2.6609,9.42071e+07
2.91571,1.55615e+08
2.3367,6.46623e+07
3.24659,7.97154e+07
4.02743,8.22729e+07
2.38299,9.53439e+07
2.3377,7.38604e+07
2.99028,1.02253e+08
3.59462,8.55807e+07
4.59872,8.66115e+07
4.53971,1.97053e+08
2.78571,1.27695e+08
4.19085,1.13543e+08
3.85656,1.38931e+08
3.27664,1.3463e+08
2.35142,1.49841e+08
4.16059,5.14524e+07
2.33781,1.63443e+08
3.02353,1.48356e+08
2.74148,1.04078e+08
2.38584,1.01335e+08
2.35441,1.08664e+08
2.34575,6.8099e+07
4.06452,7.37728e+07
3.57798,9.9634e+07
4.03556,1.84784e+08
3.00296,1.51146e+08
3.64155,1.37017e+08
4.55647,1.39758e+08
2.44042,8.34056e+07
3.28239,1.05932e+08
2.35096,1.48386e+08
2.67662,8.46838e+07
3.93902,7.39766e+07
2.74744,8.33137e+07
2.74274,1.12885e+08
2.48637,7.26192e+07
3.446,1.43183e+08
2.98441,1.12475e+08
3.2987,1.01205e+08
2.34118,1.38117e+08
2.32763,1.13005e+08
2.8056,8.92257e+07
3.5518,5.88171e+07
3.01089,6.2077e+07
2.74738,6.06656e+07
2.79827,1.16847e+08
3.88471,1.07478e+08
3.38526,5.61459e+07
2.34795,9.80983e+07
2.36783,1.21003e+08
3.84451,1.50798e+08
2.33282,1.72738e+08
4.04784,6.59519e+07
2.37567,1.67674e+08
3.36876,6.27608e+07
2.78387,1.03964e+08
2.32637,1.03561e+08
2.35597,9.44618e+07
3.43224,5.32182e+07
3.03212,7.04368e+07
2.63324,1.13017e+08
3.68928,9.25013e+07
2.33604,5.8611e+07
2.55482,1.14365e+08
2.3598,8.30764e+07
3.29444,1.48425e+08
5.39823,1.09755e+08
2.83609,9.76315e+07
3.666,1.6482e+08
3.76523,1.44604e+08
4.09533,6.53878e+07
2.78697,9.4612e+07
3.09736,1.26871e+08
2.33979,1.33111e+08
2.90267,1.16423e+08
3.90988,1.39059e+08
2.67042,1.67705e+08
2.39501,1.15669e+08
2.53242,9.29855e+07
2.76477,9.35738e+07
2.33769,1.56833e+08
2.36281,1.14289e+08
2.34967,1.8812e+08
2.71501,1.30481e+08
2.3817,1.20961e+08
3.4181,1.09377e+08
3.3027,6.12005e+07
2.83795,8.6403e+07
3.3464,5.65235e+07
2.3182,1.61727e+08
2.67858,1.28046e+08
2.33664,8.97348e+07
2.60147,1.1227e+08
3.68486,1.17925e+08
2.56305,9.44306e+07
3.37378,1.13621e+08
3.42671,6.51737e+07
2.30721,1.56706e+08
3.70964,1.12173e+08
2.63822,1.23458e+08
2.37526,9.3e+07
2.98401,4.71734e+07
2.59613,1.02721e+08
3.34399,1.08117e+08
3.00117,1.2857e+08
3.33372,5.39317e+07
2.32442,1.64206e+08
2.56019,1.25453e+08
2.86403,1.59906e+08
2.35975,1.24637e+08
2.60762,1.32885e+08
4.4211,1.17592e+08
2.59732,3.56803e+07
3.22335,1.18705e+08
3.45789,1.11065e+08
2.34433,1.18897e+08
2.35742,1.86144e+08
2.86715,8.93767e+07
3.80019,7.38719e+07
2.31282,1.37305e+08
3.09925,9.91031e+07
2.61048,9.53135e+07
3.0322,1.15706e+08
3.25308,1.35928e+08
2.85283,8.6739e+07
2.31449,1.29168e+08
